ID,Company Name,Job Title,Location,Job Description,url
77,Saronic,Enterprise Architect,"Austin, Texas","Saronic Technologies is a leader in revolutionizing defense autonomy at sea, dedicated to developing state-of-the-art solutions that enhance maritime operations for the Department of Defense (DoD) through autonomous and intelligent platforms.Saronic is seeking a highly skilled and experienced Enterprise Architect to lead the strategic design and implementation of our organization's IT and Operational Technology (OT) systems. The ideal candidate will have a strong background in both IT and OT environments, and experience building enterprise-wide solutions for fast growing technology startups. This role requires a visionary thinker who can align technology initiatives with business objectives, ensuring that our architecture supports current and future needs. As the Enterprise Architect, you will play a critical role in streamlining business processes, mitigating risks, and ensuring efficiency across all platforms used by Saronic.",https://jobs.lever.co/saronic/c9ed9a31-01f0-48b8-b49d-9c6c1799e45d
78,Space Systems Integration,Systems Architect/Architect MBSE Specialist,"Colorado Springs, CO","Space Systems Integration (SSI) is a fast-growing engineering company that provides aerospace solutions to a variety of government and commercial customers.  Our employees are forward-thinking, self-directed individuals who are committed to solving our customers’ technical challenges.SSI is seeking a Systems Engineer/Architect with Model Based Systems Engineering (MBSE) experience in Defense and National Security Space systems to support our customer in Colorado Springs, Colorado. Our customer is supporting Government organizations with subject matter experts that have a background in space systems and their architectures. Our customer provides systems engineering and architecting expertise in support of various capabilities that protect and defend the Nation's most valuable space assets. The team is at the forefront of advising and assisting the Government with its architecture and full lifecycle systems engineering processes that enable key systems to meet warfighter needs.  In this position, you will exercise both thought leadership and practical engineering application by leveraging your systems engineering and architecting experience and applying MBSE techniques to develop analysis and solution offerings to best support our customer. You will use your knowledge of systems engineering processes, methods, tools, SysML , and program roles to help develop architectural roadmaps. You will learn, apply, and continuously improve our current architectures to capture stakeholder inputs and formal requirements, as well as facilitate discussion and understanding of where the architecture needs to evolve to.Role and Responsibilities:·       Regularly interface with US Space Force Commands, mission partner agencies, and higher headquarters to provide strong architectural solutions, and generate and document requirements, structures, behaviors, and parametric analysis.·       Participation in the creation and management of changes to enterprise and systems models, including impact assessments based on environment changes.·       Support trade, sensitivity, optimization studies, performance assessments, and Operations Analysis work such as mission analysis and contributions to CONOPS development.·       Preparation and presentation of concepts, architectures, designs, and performance assessments.",https://jobs.lever.co/SpaceSystemsIntegration/e0456a28-f8d3-4e4d-833d-a74e577344cc
79,Spotify,"Data Scientist, Global On-Platform Marketing","New York, NY","We are looking for an insights focused Data Scientist to join the Global On-Platform Marketing team at Spotify. You will work within marketing to evaluate our owned-channel campaign impact, providing key insights that shape future direction and channel strategy. You will collaborate with a distributed team of world-class analysts, data scientists, business leaders, marketers, and engineers. Learning and improving is part of our daily routine, and you will get a platform to develop your data skills and carve out efficient ways of working.The Global On-Platform Marketing team is part of Spotify's Global Marketing & Partnerships organization. You'll play a crucial role in how we communicate with and delight our 625M+ users around the globe. At your fingertips, you'll have access to all of the data Spotify has to offer, and the opportunity to be creative with how you use it to derive insights and strategies. Above all, your work will impact the way the world experiences audio!",https://jobs.lever.co/spotify/574eaf36-de1c-4bd4-8ba7-6877557b750f
80,Spruce,Software Development Engineer in Test,REMOTE,"At Spruce, we are reimagining trusted interactions by creating the world’s best software for packaging assertions digitally. We are a team of programmers developing world-class open source software implementing open standards for identity.There are no well-worn paths or theoreticals here. Every Spruce technical staffer gets their hands dirty writing code, learning new technologies, and solving problems at the bleeding edge of our space. We hire results-oriented developers who love technology and are committed to intellectual honesty, user privacy, and innovation.The ideal candidate for this test engineering role will have experience working on mobile applications through their full lifecycle, from concept through shipping to maintenance. You will work on a privacy-first digital identity wallet, controlled by the end user. We use a combination of core identity libraries, cutting-edge cryptography, and new interoperable identity standards.",https://jobs.lever.co/sprucesystems/d05ebda3-49d3-46f2-8905-fb6b988de6ba
81,Story,Blockchain Engineer,US,"About Story Story aims to grow the creativity of the internet. The internet has introduced revolutionary new methods of developing and distributing creative work: endless remixing, participatory franchises, and AI generated content. However, our current intellectual property infrastructure works against the openness of the internet instead of embracing it. Story Protocol is building an IP infrastructure optimized for the internet era.Story aims to address these crucial requirements. Our mission is to unleash the creativity of the internet by building the native IP infrastructure layer of the web.Our open IP repository enables creative IPs — prose, images, audio, and more — to record their evolutionary journey from inception through the endless combinatorics of digital co-creation. Beyond tracking the provenance and attribution of IP as it grows, we also provide modules that power frictionless composability, allowing anyone to contribute to an IP and to capture the value of that contribution.Just as Git revolutionized the development of open source software by encompassing the networked evolution of code, Story is transforming the development of creative IP.Our team features deep expertise in media, tech, and business. Founding team members are successful serial entrepreneurs. We are backed by top VCs globally.Now, we’re looking for stellar engineers on our journey to usher in the next era of IP business –– we invite you to join us.The RoleThe blockchain engineer is one of the key engineering roles in our fast-growing company. You must love blockchain technology from L1 to L2, from infrastructure to security, from research to operation. You will own the blockchain technical stack and all the supporting infrastructure, deployment, monitoring, operation of the blockchain infrastructure. You will have full visibility and input into the blockchain technology, infrastructure, and roadmap.",https://jobs.lever.co/storyprotocol/d2509c50-575e-4616-acf5-99085b7258df
82,Teleo,"Robotics Engineer, Wireless Networking","Palo Alto, CA","Teleo is a robotics startup disrupting a trillion-dollar industry. Teleo converts construction heavy equipment, like loaders, dozers, excavators, trucks, etc. into autonomous robots. This technology allows a single operator to efficiently control multiple machines simultaneously, delivering substantial benefits to our customers while significantly enhancing operator safety and comfort.Teleo is founded by Vinay Shet and Rom Clément, experienced technology executives who led the development of Lyft’s Self Driving Car and Google Street View. Teleo is backed by YCombinator, Up Partners, F-Prime Capital, and a host of industry luminaries. Teleo’s product is already deployed on several continents and generating revenue. Teleo is poised for rapid growth. This presents a unique opportunity to be part of a team that is creating a product with a profound impact on our customers, working on cutting-edge 100,000-pound autonomous robots, engineering intricate systems at the intersection of hardware, software, and AI, and joining the early stages of an exciting startup journey.About the roleAs a Wireless Networking Robotics Engineer at Teleo, you will lead the development and deployment of state-of-the-art wireless communication technologies, ensuring Teleo’s heavy machinery fleet operates flawlessly in diverse environments and conditions. From rapid evaluation to rigorous production deployment in the field, your work will directly contribute to the success of Teleo’s Supervised Autonomy product.You will collaborate closely with hardware and software teams within Teleo to integrate robust communication solutions, driving reliability and uptime to new heights. Additionally, you will work with deployment teams, both domestically and internationally, to expand Teleo’s footprint and bring our groundbreaking solutions to new markets.We are looking for a passionate and multidisciplinary professional who thrives on building reliable and reusable solutions. If you are eager to make a significant impact and be part of a team that is driving the future of heavy machinery, we want to hear from you!This role requires the ability to travel a minimum of 25% to construction sites at customer locations.",https://jobs.lever.co/teleo/d2584699-89c5-4e0b-86ed-59afe44b9dcb
83,The AI Institute,Lab Operations Engineer,"Cambridge, MA","Our mission is to solve the most important and fundamental challenges in AI and Robotics to enable future generations of intelligent machines that will help us all live better lives.The AI Institute is building an environment that fosters the kind of blue-sky thinking found in academic labs and quickly drives it to practice through development discipline and resources more common to top-tier industry teams.The Lab Operations Engineer will work cross-functionally with engineering and research teams to build, operate, maintain, and test advanced robotic systems.  If you have a passion for developing technology for robots and advancing their capabilities and usefulness, you will want to join us!",https://jobs.lever.co/bostondynamicsaiinstitute/d90c3fb0-d659-4f50-b133-e3dfc9582f40
84,The Athletic Media Company,Software Engineer (Remote),United States,"About UsThe Athletic is a digital sports media company that brings true sports fans closer to the athletes, teams and leagues that captivate their attention. We serve a multi-faceted audience that craves a richer connection and understanding with immersive storytelling and a like-minded community of fans. Founded in 2016 and with major operational hubs in San Francisco, Los Angeles, London and Melbourne, we empower a truly global team of more than 600 creators and cover more than 250 professional sports and collegiate teams across the United States, Canada and the UK. Our newsroom has produced thousands of in-depth reports along with more than 120 podcasts and other forms of premium content. Put simply, The Athletic is at the center of a sports fan’s universe.About the Role The Athletic is rapidly innovating in the world of journalism. We've developed a high quality subscription product that users love enough to give us a 4.9 rating in the App Store, and we see best in class retention rates when it's time for users to renew their subscription. We're building a product that users love and we want to keep growing it. That's where you come in!  This role is remote to the US and Canada only.",https://jobs.lever.co/theathletic/0a80037e-e7ca-4b8f-a300-93871e0535e8
85,Thea Energy,HTS Magnet Engineer,"Kearny, NJ","About Thea Energy:Thea Energy is leveraging recent breakthroughs in stellarator physics and engineering to create a faster and simpler approach to commercializing fusion energy. The company is reinventing the stellarator using computer-controlled arrays of planar coils thereby replacing the intricate, complex modular magnets required in all other stellarator architectures. Thea Energy is on a mission to create a limitless source of zero emission energy for a sustainable future.Position Overview:Thea Energy is seeking experienced, highly motivated magnet engineers to join its rapidly growing team. The magnet engineering roles will design, build, and test high temperature superconducting (“HTS”) magnets. HTS magnets are foundational components of Thea Energy’s planar coil stellarator, making compact, simpler, and lower-cost fusion systems possible. As part of a rapidly growing team, you’ll be part of the organizational build-up of a leading fusion energy company. These roles will have a high degree of autonomy and must be able to move quickly. The Thea Energy team is comprised of self-motivated, creative, and fun individuals with an excitement for solving complex problems.",https://jobs.lever.co/thea.energy/67b17933-b339-4d06-b48f-a31338823289
86,Tonkean,Implementation Architect,Remote (US),"Tonkean is the world’s first totally customizable process experience platform. With Tonkean, you can create intelligent, personalized automations that integrate with every app or system your organization uses. You can cultivate an employee experience that democratizes access to innovative technologies traditionally only available to highly trained developers. You can enable employees to focus more fully on high-value tasks, because you can enable them to automate low-value tasks. You can create inbox solutions that automatically analyze, prioritize, and route unstructured requests coming from any source, and you can track the status of action items as employees collaborate across teams to complete them. And you can design processes that employees are guaranteed to adopt and benefit from no matter their technical acumen, because Tonkean meets employees where they are—eliminating the need for change management—and is 100% no-code. At Tonkean, we believe that all this—compliance, efficiency, operational excellence—requires high levels of process adoption. But to ensure high levels of process adoption, you need to create processes that provide a great employee experience: that serve employees’ needs, understand their preferences, and solve their problems. To that end, you need a barrier-breaking technology partner. That’s what Tonkean seeks to be. ROLE OVERVIEWOur Client Experience team is instrumental in bringing our clients' business processes to life with our platform. Tonkean’s client list is growing and we are looking for an Implementation Architect to join the team. You will have the opportunity to build and enable our list of Fortune 1000 clients’ business processes. If you love being hands-on with a technical product and acting as a strategic advisor to enterprise clients, we want to speak with you! If this opportunity excites you, we'd love to talk.",https://jobs.lever.co/tonkean/e7df03e3-a1ef-412d-b800-512b7815245f
87,Twelve Labs,Machine Learning Engineer,"San Francisco, United States / Seoul, South Korea","Who we areAt Twelve Labs, we are pioneering the development of cutting-edge multimodal foundation models that have the ability to comprehend videos just like humans do. Our models have redefined the standards in video-language modeling, empowering us with more intuitive and far-reaching capabilities, and fundamentally transforming the way we interact with and analyze various forms of media.With a remarkable $77 million in Seed and Series A funding, our company is backed by top-tier venture capital firms such as NVIDIA’s NVentures, NEA, Radical Ventures, and Index Ventures, and prominent AI visionaries and founders such as Fei-Fei Li, Silvio Savarese, Alexandr Wang and more. Headquartered in San Francisco, with an influential APAC presence in Seoul, our global footprint underscores our commitment to driving worldwide innovation.We are a global company that values the uniqueness of each person’s journey. It is the differences in our cultural, educational, and life experiences that allow us to constantly challenge the status quo. We are looking for individuals who are motivated by our mission and eager to make an impact as we push the bounds of technology to transform the world. Join us as we revolutionize video understanding and multimodal AI.About the roleAs a Machine Learning Engineer at Twelve Labs, you will drive our ML systems + platform engineering efforts in all facets of our e2e research & engineering workflows. Scaling our training, inference, and evaluation systems — all while improving the reliability of our model deployments / operations / versioning / etc. — is the essence of the role. This role is a perfect fit for engineers who get excited by the prospect of advancing the State of the Art in vision-language modeling by perfecting ML systems and infrastructure!",https://jobs.lever.co/twelvelabs/ea0a26b8-132a-4367-a6d8-31cd92b89e77
88,Twelve Labs,ML Research Engineer,"San Francisco, United States / Seoul, South Korea","Who we areAt Twelve Labs, we are pioneering the development of cutting-edge multimodal foundation models that have the ability to comprehend videos just like humans do. Our models have redefined the standards in video-language modeling, empowering us with more intuitive and far-reaching capabilities, and fundamentally transforming the way we interact with and analyze various forms of media.With a remarkable $77 million in Seed and Series A  funding, our company is backed by top-tier venture capital firms such as NVIDIA’s NVentures, NEA, Radical Ventures, and Index Ventures, and prominent AI visionaries and founders such as Fei-Fei Li, Silvio Savarese, Alexandr Wang and more. Headquartered in San Francisco, with an influential APAC presence in Seoul, our global footprint underscores our commitment to driving worldwide innovation.We are a global company that values the uniqueness of each person’s journey. It is the differences in our cultural, educational, and life experiences that allow us to constantly challenge the status quo. We are looking for individuals who are motivated by our mission and eager to make an impact as we push the bounds of technology to transform the world. Join us as we revolutionize video understanding and multimodal AI.About the roleAs an ML Research Engineer at Twelve Labs, you will drive our applied efforts in video embedding and retrieval, multimodal language modeling, and intelligent agents. You will collaborate closely with other engineers and scientists to build the next generation of Twelve Labs models, services, and infra. Scaling our models, data, and training + inference platform, while improving the reliability of our core systems, is the essence of the role. This role is a perfect fit for research minded engineers who want to build SOTA video, vision, and video-language modeling systems!",https://jobs.lever.co/twelvelabs/111cca14-91fe-4ac1-a640-29e36107acb6
89,Valence,Applied AI Engineer,"New York, New York / Boston, Massachusetts / Washington, DC / Philadelphia, Pennsylvania / Toronto, Ontario","Valence has built the first-to-market AI native coaching platform for enterprise, offering personalized, expert, and human-like guidance & support to any leader or employee. At Valence, we're not just talking about the future of work – we're actively shaping it.From your first interaction with us, you'll notice we're different. By working here you won't just implement solutions for our clients; you'll be helping to architect the future of leadership in the age of generative AI. And we'll be honest – this is not for everyone. But for those with an insatiable desire to work fast on complex, unsolved challenges with some of the best talent in tech, this could be the career-defining opportunity you've been waiting for.The RoleAs a founding Applied AI Engineer at Valence, you'll spearhead the development of groundbreaking AI-driven leadership coaching, reporting directly to our Head of AI. This pivotal role places you at the intersection of cutting-edge generative AI and practical business applications, offering the opportunity to shape the future of workplace development. You'll pioneer AI coaching by developing and deploying advanced generative AI models that revolutionize leadership development, while crafting intelligent interactions through sophisticated natural language processing systems that provide personalized, context-aware guidance to leaders.In this position, you'll optimize our AI systems for enterprise scale, building robust and scalable solutions capable of serving Fortune 500 clients with high performance and reliability across diverse corporate environments. Collaborating closely with our product and leadership teams, you'll drive product innovation by identifying new opportunities for AI integration and constantly pushing the boundaries of what's possible in AI-assisted coaching. As a champion of ethical AI, you'll lead the charge in developing responsible AI practices, ensuring our coaching solutions maintain the highest standards of fairness, transparency, and user trust.This role presents a rare opportunity to apply state-of-the-art AI techniques to transform how businesses approach leadership development. You'll tackle unique challenges at the intersection of AI, psychology, and leadership development, creating truly innovative solutions. About ValenceWe're a Series A B2B SaaS company, backed by Insight Partners, that's pioneering the first generative AI leadership coach for large enterprises. Our mission is to transform how the world's biggest companies approach learning and development, helping teams work better together. We've been featured in Harvard Business Review, and our client list reads like a who's who of global business, including Coca-Cola, Nestlé, General Mills, ServiceNow, AstraZeneca, Experian, and Bristol Myers Squibb.",https://jobs.lever.co/valence/3ad60b97-853c-4e2c-8c13-1cc430306d77
90,Valence,Software Engineer,"New York, New York / Boston, Massachusetts / Philadelphia, Pennsylvania / Toronto, Ontario / Washington, DC","Valence has built the first-to-market AI native coaching platform for enterprise, offering personalized, expert, and human-like guidance & support to any leader or employee. At Valence, we're not just talking about the future of work – we're actively shaping it.From your first interaction with us, you'll notice we're different. By working here you won't just implement solutions for our clients; you'll be helping to architect the future of leadership in the age of generative AI. And we'll be honest – this is not for everyone. But for those with an insatiable desire to work fast on complex, unsolved challenges with some of the best talent in tech, this could be the career-defining opportunity you've been waiting for.The RoleWe are seeking a Software Engineer for our LLM-powered coaching product that serves Fortune 500 enterprises. In this role you will actively build a gen-AI product, support the technical architecture and roadmap, and work on a nimble, product-focused team that is bringing a revolutionary new enterprise product to market. You will report to the Technical Lead, and indirectly to the CEO, who is the product visionary for the AI Coach, Nadia. About ValenceWe're a Series A B2B SaaS company, backed by Insight Partners, that's pioneering the first generative AI leadership coach for large enterprises. Our mission is to transform how the world's biggest companies approach learning and development, helping teams work better together. We've been featured in Harvard Business Review, and our client list reads like a who's who of global business, including Coca-Cola, Nestlé, General Mills, ServiceNow, AstraZeneca, Experian, and Bristol Myers Squibb.",https://jobs.lever.co/valence/f46b009d-19a7-4ff9-9258-0417d76ff981
91,WeRide.ai,Machine Learning Engineer,"San Jose, CA","WeRide is a leading, commercial-stage global company that develops autonomous driving technologies from Level 2 to Level 4. It offers an all-rounded product mix of Robotaxi, Robobus, Robosweeper, Robovan and Advanced Driving Solution to provide services. WeRide aims to develop safe and reliable driverless solutions to make our mobility and transportation safer, more affordable, and accessible. At WeRide, we are dedicated to developing efficient autonomous driving algorithms and evaluation systems to enhance and optimize our autonomous driving technology. As end-to-end models become increasingly mature, we aim to integrate more model techniques and end-to-end capabilities into the autonomous driving domain. This includes tasks such as path planning, scene generation, and scene reconstruction based on large-scale autonomous driving data.We are seeking experienced algorithm engineers to join our team. This role will focus on the development and optimization of Multi-Agent Planning, 3D Reconstruction, and World Model tasks. The ideal candidate should have extensive experience in algorithm development within the autonomous driving or related fields, along with strong skills in model design, programming, and innovation.",https://jobs.lever.co/weride/c097a26c-5411-4ad4-8f2d-41268b3ff6ed
92,Wealth.com,Applied Scientist,"Remote, United States","Wealth.com is the industry’s leading estate planning platform, empowering financial advisors to offer modern, comprehensive estate planning solutions to their clients. By combining cutting-edge technology, AI, and unmatched human expertise, we deliver a seamless experience that sets us apart. Beyond having one of the most coveted domain names in FinTech, wealth.com is a dynamic, revenue-generating startup experiencing rapid yet sustainable growth. A key reason behind our position as the #1 estate planning platform is our team. Our people thrive in a collaborative, supportive culture that fosters innovation and makes wealth.com a place where everyone truly enjoys working. Wealth.com is certified as a Great Place to Work for 2024 and named a 2024 finalist for Fast Company’s Best Workplaces for Innovators!We are looking for passionate early career professionals to apply the latest advancements in Large Language Models (LLM), Computer Vision (CV) and Natural Language Processing (NLP) in the legal & financial tech sector.Applied Scientists will work collaboratively with Software Engineers and other Applied Scientists to pursue a broad range of AI initiatives. By using a combination of various state-of-the-art natural language and vision models, Applied Scientists will help build complex legal AI agents.",https://jobs.lever.co/WealthFinancialTechnologies/6d9fe61b-3721-4a94-9502-eef672816e34
93,Weights & Biases,"AI Engineer, GenAI Enterprise Accelerator","San Francisco, California","At Weights & Biases, our mission is to build the best tools for AI developers. We founded our company on the insight that while there were excellent tools for developers to build better code, there were no similarly great tools to help ML practitioners build better models. Starting with our first experiment tracking product, we have since expanded our solution into a comprehensive AI developer platform for organizations focused on building their own deep learning models and generative AI applications. Weights & Biases is a Series C company with $250M in funding and over 200 employees. We proudly serve over 1,000 customers and more than 30 foundation model builders including customers such as OpenAI, NVIDIA, Microsoft, and Toyota.Shape the future of GenAI for the world’s leading enterprises.We are looking for an AI Engineer who is ready to help some of the world’s top enterprises integrate GenAI into their operations. In this role, you will work directly with advanced software and ML teams, helping them deploy large-scale GenAI solutions that drive real business outcomes. You'll be hands-on, solving complex, real-world problems with Generative AI, and playing a key role in transforming how these enterprises operate.As part of the GenAI Enterprise Accelerator program, you’ll work with top-tier companies who are at the beginning of their GenAI journey. You’ll be at the forefront of this shift, directly supporting enterprises in adopting and scaling GenAI technologies. Your role will be to guide teams through the practical aspects of implementing LLMs and ensure they are getting the most out of Weights & Biases’ tools to enhance their AI capabilities.",https://jobs.lever.co/wandb/6556a88d-d9a3-4035-ad12-cd16f7be3bca
94,Whoop,Information Security Engineer,"Boston, MA","At WHOOP, we're on a mission to unlock human performance. WHOOP empowers members to perform at a higher level through a deeper understanding of their bodies and daily lives.WHOOP is seeking an Information Security Engineer to join our team, reporting to our Lead Security Engineer. In this role you will design, implement, administer, and monitor security measures to protect WHOOP systems, networks, and data from security threats. Success in this role requires continuous learning and adaptation to guard against ever-evolving security threats.",https://jobs.lever.co/whoop/eff38f80-2ce2-495c-9afd-099f5191cb2f
95,Whoop,"Software Engineer (Web, Growth)","Boston, MA","At WHOOP, we're on a mission to unlock human performance. WHOOP empowers members (Olympians, Professional Athletes, Fitness Enthusiasts, etc) to perform at a higher level through a deeper understanding of their bodies and daily lives. We are looking to add highly motivated skilled engineers to our team to help us scale and take our proven system to new heights.  As a Web Software Engineer joining WHOOP’s Growth team, you will work directly on our e-commerce platform, developing features that increase our sales and provide a delightful experience for our members. We make data-driven decisions since any change we make can impact our revenue directly.  This will require a strong knowledge of web technologies as well as a strong desire to learn.",https://jobs.lever.co/whoop/75128842-8e4a-4281-931a-e385e6a830ee
96,Willow Health,Founding Engineer,"New York, NY","As a Principal Engineer at Willow Health, you will play a pivotal role in leading andmanaging all of our engineering assets. You will drive the development and integrationof solutions across our full-stack product architecture, third-party software products,data warehouse, and analytics dashboards. As a key technical leader, you will beresponsible for defining the technical strategy, ensuring scalability, performance, andsecurity, and fostering a culture of excellence within the engineering team. Your workwill directly impact our ability to innovate, grow, and deliver exceptional value to ourcustomers.",https://jobs.lever.co/willowhealth.com/945023c4-5fd0-4fa0-880e-7ff1e0434bca
97,Yard Stick PBC,Soil Scientist,"Oakland, CA","About The RoleYard Stick is looking for a Soil Scientist with Pedometrics expertise to help us combat climate change with soil. You will ensure that high-quality proximal sensing principles are integrated across all Yard Stick functions, supporting our mission to replace lab analysis of soil carbon with in situ spectroscopy.  The ideal candidate is a soil scientist with experience in both soil spectroscopy and pedology with a combination of field work, lab work, and data processing methods.On a typical day, our field team is out collecting data on farms, taking soil cores and spectral readings. This data is ingested by our data pipeline and transformed into carbon stock estimates through our evolving modeling architecture. You will provide the pedometric and soil science domain knowledge to advise our hardware team on building our spectroscopic soil probe, our software team on designing soil sampling projects, and our data science team on building robust carbon stock predictions from spectral data.This is a dream job for a soil scientist with a background in proximal sensing and pedometrics who enjoys designing and running end-to-end soil spectroscopy experiments to push the boundaries of vis-NIR soil spectroscopy and SOC quantification.Yard Stick is a remote-first company and the team is distributed around the U.S. If you want to be part of engaged and multidisciplinary research teams at a rapidly-growing startup with literal planetary-scale impact, you will thrive at Yard Stick. We’d like to hire this person to start ASAP.About Yard Stick PBCYard Stick is a remote-first climate tech startup with a hardware lab in Oakland, CA and team members all over the US. We are on a mission to reverse climate change with agriculture. Scientists and farmers alike know that climate-friendly agricultural practices have the potential to remove atmospheric CO2 at gigaton/year scale. When these practices are adopted, more carbon is stored in soils, improving soil health and fighting climate change. But significant measurement challenges have held soil carbon efforts back - until now.By reducing the cost of soil carbon measurement by 70-90%, Yard Stick will dramatically expand the opportunities for evidence-based regenerative practices to simultaneously improve ecosystem health, increase farmer income, and combat climate change. Current soil carbon measurement technologies are slow, expensive, and cumbersome, relying on conventional soil cores and labs to quantify carbon stocks. In contrast, Yard Stick is fast and cheap - without sacrificing accuracy. As a testament to our technology’s potential, alongside our scientific collaborators, we were awarded $18M across six USDA Climate-Smart Commodities projects, and we have additional grant financing from ARPA-E, NSF, CDFA, and other discerning grant-makers. We’ve also raised another nearly $18M from top climate VCs, including Toyota Climate Venture Fund, Lowercarbon Capital, Breakthrough Energy Ventures (Bill Gates’ climate fund), Microsoft Climate Innovation Fund, The Nature Conservancy, Extania, Pillar VC, MCJ Collective… the list goes on!For more background, check out some coverage of Yard Stick in TechCrunch, Fast Company, and AgFunder.We offer competitive salary and equity (benchmarked to 75th percentile of high-growth US tech compensation), health/dental/vision insurance, a 401k, and home-office reimbursements. We have many team members with young families and have a strong track record of creative, flexible approaches to hours and communication expectations which let folks feel great about their commitments both to Yard Stick and their lives outside of work. We’re also a PBC, or public benefit corporation, which is an alternative corporate structure which protects our ability to prioritize climate impact over profits if the two are in conflict. You can read more about PBCs in this article which also specifically features Yard Stick.",https://jobs.lever.co/yardstick/00da899a-878f-40d7-805b-2ea87d2f5aa5
98,Zanskar,Drilling Engineer,"Salt Lake City, Utah","Role OverviewTitle: Drilling EngineerHours: Full Time; SalariedLocation: Salt Lake City, UT (In-office, Hybrid)Benefits Eligible: YesManager: Head of ExplorationMission - Why we need youGeothermal energy is the most abundant renewable energy source in the world. There is 2,300 times more energy in geothermal heat in the ground than in oil, gas, coal, and methane combined. However, historically it’s been hard to find and expensive to develop. At Zanskar, we’re using better technology to find and develop new geothermal resources in order to make geothermal a cheap and vital contributor to a carbon-free electrical grid.In order to find and develop a portfolio of new geothermal projects, we need a Drilling Engineer to join our Exploration team to enable large-scale drill programs, scope completion parameters, monitor drilling programs in-field, and identify ways to drill safely and more rapidly in frontier geothermal systems.Outcomes - Problems you’ll solveThe Drilling Engineer is responsible for leading the design, plan, and operational execution of drilling campaigns ranging from temperature gradient wells to full-size production and injection geothermal well construction, including completions. The scope of work includes owning the technical, business, and operational aspects of drilling. - Develop and implement step-by-step well program design(s) to achieve well objectives and maintain full compliance with regulatory and HSE requirements - Provide technical and management support on daily drilling activities and serve as the primary point of contact for field engineering issues - Integrate with the exploration and R&D teams to implement novel drilling programs for temperature gradient campaigns and full-size wells - Negotiate contracts from drilling companies on drilling and materials cost estimates ranging from simple scoping to probabilistic cost estimates - Support cross-functional field development optimization efforts through well planning, in-field mobilization, and design optimization - Compile technical and operations data for permitting and all other regulatory filings - Lead after-action review to identify best practices and lessons learned; provide internal and external benchmarking and end of project reports - Prepare tenders, analyze vendor responses, and support contract negotiation and administration - Travel to the field frequently to oversee operations, and foster strong working relationships with contracted drillers, field personnel and 3rd party vendors and suppliers, to effectively coordinate and provide support to business-critical needsCompetencies – What we’re looking forDrilling Experience: Minimum of 5 years of hands-on field experience in drilling engineering/completions/operations. Experience with tools and methods for evaluating completion efficiency and optimizing well performance. Competent with standard drilling calculations. Bachelor’s Degree in an Engineering discipline and geothermal experience preferred.Vendor and project management: Can evaluate drilling contractors’ performance and manage to improve performance in speed and cost. Ability to travel up to 30-40% of the time to field locations to manage projects. Balances safety and adaptability: Understands and manages the risk trade-offs needed to both create safe, standardized operations and well control while working in a fast-paced, innovative environment and shift priorities/focus depending on the business needs",https://jobs.lever.co/Zanskar/ff5c4f2e-91d1-47f0-b5f0-ab78fcd88bf1
99,Zeller,DevOps Engineer,India (Remote),"About ZellerAt Zeller, we’re champions for businesses of all sizes, and proud to be a fast-growing Australian scale-up taking on the ambitious goal of reimagining business banking and payments.We believe in a level playing field, where all businesses benefit from access to smarter payments and financial services solutions that accelerate their cash flow, help them get paid faster, and give them a better understanding of their finances. So we’re hard at work building the tools to make it happen.Zeller is growing fast, backed by leading VCs, and brings together a global team of passionate payment and tech industry professionals. With an exciting roadmap of innovative new products under development, we are building a high performing team to take on the outdated banking solutions. If you are passionate about innovation, thrive in fast-paced environments, embrace a challenge, hate bureaucracy, and can’t think of anything more exciting than disrupting the status-quo, then read on to learn more. Job DescriptionAs a DevOps Engineer you will be energetic and cool headed with experiences in maintaining AWS environments. You will be responsible for process automation, designing, developing and maintaining CICD pipelines, elastic, auto-scaling, compliant, secured and highly-available infrastructure.With automation being at the heart of our engineering principles, this position will have the enviable opportunity to adopt and promote best practices, bleeding edge technologies and trends. Not limited to a single product area or type, this role will work in a cross functional team with skill sets in full stack software engineering, infrastructure, quality assurance to architecture. You will collaborate with a cross-disciplinary team to support product development, operations support, compliance activities and SLA upkeep requirements.You’ll be tasked with architecting and implementing compliant, efficient/performant, secure and auditable CICD and application infrastructures. Automation is key, you will be excited by your contributions to promoting Infrastructure-as-Code, selection of tools, standards and best practices.",https://jobs.lever.co/Zeller/61f7e856-5896-4c88-816c-e6db436b67a6
